Name of School,LGA,Ownership,Type of School,Email,Phone Numbers,Link
"SWITCH BRAIN NURSERY & PRIMARY SCHOOL, Ajagbandi",Privately owned,Ojo,Nursery/Primary, ," 0803 719 4848,  0802 326 0990","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49090"",""Read more"")"
"T & Y PRIVATE SCHOOL, Shasha",Privately owned,Alimosho,Nursery/Primary, t&yschool@gmail.com," 0807 916 5964, 0803 474 1366","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8256"",""Read more"")"
"T.M.B.I. SCHOOL, Oregun",Privately owned, Ikeja,Nursery/Primary," tmbischool@yahoo.com,  info@tmbi.org"," 0701 052 8272,   0808 218 2817","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9388"",""Read more"")"
"TAADEL PRIVATE SCHOOL, Isolo",Privately owned,Oshodi-Isolo,Nursery/Primary, taadel@taadel.org, 01-893-3618    or    0802-312-5646.,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3566"",""Read more"")"
"TAI SOLARIN MEMORIAL NUR & PRY SCHOOL, Amuwo",Privately owned,Amuwo-Odofin,Nursery/Primary, ," 0803 300 0413,  0803 076 6346","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6845"",""Read more"")"
"TAIWO NUR/PRY SCHOOL, Oworo",Privately owned,Kosofe,Nursery/Primary, taiwonurprysch@yahoo.com," 0813 335 9223, 0703 420 5015","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4079"",""Read more"")"
"TALIMUL ISLAM AHMADIYYA PRY SCHL,  Adekunle",State owned,Lagos-Mainland,Nursery/Primary, talimulprysch@lagosschoolsonline.com," 0803 333 2230, 0807 457 558","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1940"",""Read more"")"
"TAOHEED ISLAMIYYA NUR. & PRY SCHOOL, Oke-Odo",Privately owned,Alimosho,Nursery/Primary, taoheedschools@gmail.com," 0805 537 1922, 0704 350 4724","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10012"",""Read more"")"
"TAQWA PRIVATE SCHOOLS, Ifako-Agege",Privately owned,Ifako/Ijaiye,Nursery/Primary, info@taqwaschools.org," 0802 779 1140,   0803 591 4256,   0807 205 4002,    0815 293 1944","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3028"",""Read more"")"
"TAW BEDROCK SCHOOL, Ile-Iwe-Meta",Privately owned,Oshodi-Isolo,Nursery/Primary, bolajiajayi1966@yahoo.com," 0802-748-8816,     0702-876-7849","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3374"",""Read more"")"
TEAM MATES CHILDRENS SCHOOL Ejigbo,Privately owned,Oshodi-Isolo,Nursery/Primary, teammatesschool@yahoo.com," 0802 318 0509,   0803 861 6330,    0803 697-7819","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3513"",""Read more"")"
"TECHNO NURSERY/PRIMARY SCHOOL, Oworoshoki",Privately owned,Kosofe,Nursery/Primary, , 0803 246 5453,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8853"",""Read more"")"
"TEE-TOPS NURSERY/PRIMARY SCHOOL,  Magodo",Privately owned,Kosofe,Nursery/Primary, tee-tops-nurpry-school@yahoo.com," 0802 314 2516,    0802 313 4765","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4465"",""Read more"")"
"TELESIS JUNIOR SCHOOL, Alakuko",Privately owned,Ifako/Ijaiye,Nursery/Primary, landeadesina@hotmail.com," 0803 392 2701,   0708 659 5119,    01-776 0451","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4941"",""Read more"")"
"TEMI ASEESE CHILDRENS NUR. & PRY SCHOOL, Akonwonjo",Privately owned,Alimosho,Nursery/Primary, ," 0806 524 1473,   0810 617 9763","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8138"",""Read more"")"
"TEMIDIRE PRIMARY SCHOOL, Ido-odo Gbagada ",State owned,Agege,Nursery/Primary, temidireschl@lagosschoolsonline.com,"  0803 383 4259, 0808 747 4631","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2492"",""Read more"")"
"TEMIDIRE PRIMARY SCHOOL, Oke Odo",State owned,Alimosho,Nursery/Primary, temidireprysch@lagosschoolsonline.com, 0802 905 0794,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9271"",""Read more"")"
"TEMIDIRE PRIMARY SCHOOL, Oke-Ota",State owned,Ikorodu,Nursery/Primary, temidipryikd@lagosschoolsonline.com," 0802 2422 2879,0815 939 1690.","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1137"",""Read more"")"
"TEMIDIRE PRIMARY SCHOOL, Sogunle",State owned,Oshodi-Isolo,Nursery/Primary, oshodiprysch@lagosschoolsonline.com," 0807 456 3199,  0702-843-7164","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2538"",""Read more"")"
"TEMIDIRE SCHOOLS (SECONDARY), Oko-Oba",Privately owned,Agege,Nursery/Primary, temidire-schools@yahoo.com, 0803 383 4259,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5528"",""Read more"")"
"TEMIJIDS NUR/PRY SCHOOL, Akesan",Privately owned,Alimosho,Nursery/Primary, ," 0803 337 9801, 0803 835 9176","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6980"",""Read more"")"
"TEMITOPE NURSERY & PRIMARY SCHOOL, Ketu ",Privately owned,Kosofe,Nursery/Primary, temitopeschool@yahoo.com," 0802 633 5030,     01-734 0070","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4597"",""Read more"")"
"TEMITOPE NURSERY & PRIMARY SCHOOL, Somolu",Privately owned, Shomolu,Nursery/Primary, temitope@yahoo.com, 0802 381 8952       01-7405938,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3980"",""Read more"")"
"TEMMY NUR/PRY SCHOOL, Aboru",Privately owned,Alimosho,Nursery/Primary, ," 0803 475 2988,   0806 009 0622,  or   0807 784 1238","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3027"",""Read more"")"
"TEMPERANCE CHILDRENS SCHOOL, Olowora-Isheri",Privately owned,Kosofe,Nursery/Primary, tempm89@yahoo.co.uk," 0812 127 6811,    0803 347 5904,  0805 746 4507,0805 464 5000","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4902"",""Read more"")"
"TEMPLE PREPARATORY SCHOOL, Ilupeju",Privately owned, Mushin,Nursery/Primary, info@templeschoolng.com, 01-894 0981,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5545"",""Read more"")"
"TEMPLE PRIMARY SCHOOL, Bariga",State owned, Shomolu,Nursery/Primary, templepryschl@lagosschoolsonline.com," 0802 346 7475,     0807 456 5587","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2534"",""Read more"")"
"TENDER AGE CHILDREN SCHOOL, Ebute-Meta West",Privately owned,Lagos-Mainland,Nursery/Primary, , 0802 675 0854,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9991"",""Read more"")"
"TENDER CARE INTERNATIONAL SCHOOLS, Isheri",Privately owned,Kosofe,Nursery/Primary, admin@tendercareintschools.com," 0803  305 6198, 0802 838 1382,  0808-635 4009  or 0708 202 3499","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3471"",""Read more"")"
"TENDER CRADLE NURSERY & PRIMARY SCHOOL, Awolowo Way",Privately owned, Ikeja,Nursery/Primary, info@tendercradleschool.com," 0803 321 5138,  0802 665 7630.","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49247"",""Read more"")"
"TENDER CROWNS INTERNATIONAL SCHOOLS, Kirikiri Town ",Privately owned,Amuwo-Odofin,Nursery/Primary, ," 0803 821 6427,   0803 240 8364,  0805 628 4864, 0805 627 9145,    ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5121"",""Read more"")"
"TENDER GRAPES INTERNATIONAL SCHOOL,Kosofe",Privately owned,Kosofe,Nursery/Primary, ," 0802 326 6069,   0806 042 4409","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49370"",""Read more"")"
"TENDER HEARTS NURSERY & PRIMARY SCHOOL,  Lagasa-Town",Privately owned, Ibeju-Lekki,Nursery/Primary, , 0803-385-9679 or 0708-204-1112,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3695"",""Read more"")"
TENDER PALM SCHOOL ,Privately owned,,Nursery/Primary, , 0802 312 9901,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105301"",""Read more"")"
"TENDER-LAND NURSERY & PRIMARY SCHOOL, Orile-Iganmu",Privately owned,Surulere,Nursery/Primary, tenderlandsch@yahoo.com," 0805 531 9165,     0802 330 1399,0817 288 0920","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4377"",""Read more"")"
"TENDERFIELD NURSERY & PRIMARY SCHOOL, Afromedia",Privately owned,Ojo,Nursery/Primary, , 0803 318 9314,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8895"",""Read more"")"
"TENDERLOVING CHILDCARE, Ikoyi ",Privately owned,Eti-Osa,Nursery/Primary, info@tenderlovingchildren_eonline.net," 0802 312 1865,    01-764 2238","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4408"",""Read more"")"
"TERRY KING PRIVATE SCHOOL, Agric",Privately owned,Ikorodu,Nursery/Primary, terrykingschool@yahoo.com," 0803 402 7586,     0802 701 9481,     0802 311 0608","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4416"",""Read more"")"
"TESHUWAH SCHOOLS, Iyana Ipaja",Privately owned,Alimosho,Nursery/Primary," teshuwachildren@yahoo.com,  cotolumide@yahoo.com"," 0809 832 4748,  0705 623 4082","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11512"",""Read more"")"
"TESMOH INTERNATIONAL SCHOOL, Epe",Privately owned,Epe,Nursery/Primary, ," 0802  461 7131,     0807 577 8390","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4382"",""Read more"")"
"TESSCO MONTESSORI NUR/PRY SCHOOL, Yaba",Privately owned,Lagos-Mainland,Nursery/Primary, tesscoschool@yahoo.com," 0802 908 5531, 0802 306 4825","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10229"",""Read more"")"
"TESSY NURSERY & PRIMARY SCHOOL, Mushin",Privately owned, Mushin,Nursery/Primary, tessyschool@yahoo.com," 0819 149 1293,    0802 522 2716","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4887"",""Read more"")"
"THE AFRO SCHOOL, Ilupeju",Privately owned, Mushin,Nursery/Primary," theafroschool@gmail.com,olayidehospice1961@yahoo.com"," 0808 462 6510,  0803 764 2131,   01 891 6979","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6627"",""Read more"")"
"THE APOSTOLIC CHURCH (LAWNA) N/P SCHOOL, Ketu",Privately owned,Kosofe,Nursery/Primary, theapostolicchurchschools@gmail.com," 0803 410 7973,  0805 691 3709","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10718"",""Read more"")"
"THE APOSTOLIC CHURCH NUR. & PRY SCHOOL, Mende Maryland",Privately owned,Kosofe,Nursery/Primary, ," 0802 918 2268,   0802 300 9882","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7152"",""Read more"")"
"THE APOSTOLIC CHURCH PRY SCHL,  Ebute-Meta",State owned,Lagos-Mainland,Nursery/Primary, apostolicpry@lagosschoolsonline.com," 0809 942 8058,  0808 227 5055","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1966"",""Read more"")"
"THE BRAINS PREMIER NUR. & PRY SCHOOL, Raji-Rasaki Estate",Privately owned,Amuwo-Odofin,Nursery/Primary, thebrains@live.com," 0802 282 7488, 0803 488 1200","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77384"",""Read more"")"
"THE BRIGHT PROMISE SCHOOL, Bogije",Privately owned, Ibeju-Lekki,Nursery/Primary, thebrightpromise@yahoo.com., 0805-615-3550 or 0806-277-0495.,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3364"",""Read more"")"
"THE CARDINAL NURSERY & PRIMARY SCHOOL, Idowu-Egba B/S",Privately owned,Alimosho,Nursery/Primary, thecardinalschool@yahoo.com," 0803 306 4237, 0803 300 1525","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5262"",""Read more"")"
"THE CEDARS-WORLD NUR & PRY SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, cedarsint@yahoo.com, 08023274870,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11804"",""Read more"")"
"THE CHILDS FOUNDATION SCHOOL, Mile 2",Privately owned,Amuwo-Odofin,Nursery/Primary, bolarinwa@yahoo.com, ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48860"",""Read more"")"
"THE CHILDVILLE NURSERY & PRY SCHOOL, Ogudu G.R.A",Privately owned,Kosofe,Nursery/Primary, info@thechildville.com, ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49195"",""Read more"")"
"THE FIRST TENDERFOOT NUR. & PRY SCHOOL, Aga",Privately owned,Ikorodu,Nursery/Primary, , 0805 330 0473,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/92419"",""Read more"")"
"THE FORESIGHT INTERNATIONAL SCHOOL, Festac Town",Privately owned,Amuwo-Odofin,Nursery/Primary, barksco2005@yahoo.com," 0803 822 9469,     0706 539 4527  or   0802-330 8479","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3286"",""Read more"")"
"THE FOUNTAIN SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, fountainschool45@yahoo.com, 0818 073 5731,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11807"",""Read more"")"
"THE FRONTLINERS SCHOOLS, Agbado",Privately owned,Ifako/Ijaiye,Nursery/Primary, info@thefrontlinerschools.com.ng, 0805 628 0950,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11209"",""Read more"")"
"THE FUNDAMENTALS  PRIVATE SCHOOL, Awoyaya",Privately owned, Ibeju-Lekki,Nursery/Primary, thefundamentalschools@yahoo.com," 0803 408 3144,  0802 342 6577,    0803 463 8397","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4715"",""Read more"")"
"THE GRACEVILLE PRIVATE SCHOOLS, Ilo-Ajegunle ",Privately owned,Ifako/Ijaiye,Nursery/Primary, thegracevilleschool@yahoo.com," 0803 774 4433,    0818  643 5420","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5342"",""Read more"")"
"THE GREENSRICH SCHOOL, Ikorodu ",Privately owned,Ikorodu,Nursery/Primary, greensrichschool@yahoo.com," 0803 296 6733, 0805 807 1238","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7898"",""Read more"")"
"THE HEAVENLY DOVE NUR & PRY SCHOOL, Bajulaiye",Privately owned, Shomolu,Nursery/Primary, theheavenlydoveschool@gmail.com," 0809 183 8893, 0803 634 6450","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/51072"",""Read more"")"
"THE HOLY TRINITY SCHOOLS, Ebute-Metta",Privately owned,Lagos-Mainland,Nursery/Primary, theholy@yahoo.com ," 0805 246 6687,     0803 716 2436","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4554"",""Read more"")"
"THE JEWELS INTERNATIONAL SCHOOL, Anthony Village",Privately owned,Kosofe,Nursery/Primary, thejewels2@yahoo.com," 0802 880 5920,   0802 880 5920","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8818"",""Read more"")"
THE KING SCHOOL NURSERY PRIMARY SCHOOL     Gbagada Estate,Privately owned,Kosofe,Nursery/Primary, thekings_school@yahoo.com, 0803 311 7630,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49500"",""Read more"")"
THE KING'S HERITAGE NURSERY PRIMARY SCHOOL,Privately owned,,Nursery/Primary, , 0802 302 1635,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105302"",""Read more"")"
"THE KINGS CHILDREN SCHOOL, Ijeshatedo",Privately owned,Surulere,Nursery/Primary, maureenbakare@yahoo.com," 0702 901 3601,   0803 316 1071","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8565"",""Read more"")"
"THE KINGS KID NURSERY & PRIMARY SCHOOL, Ikotun",Privately owned,Alimosho,Nursery/Primary, odunola58@yahoo.com," 0817 200 1974,0817 200 1975,  0817 200 1977","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3363"",""Read more"")"
"THE KINGSWAY PRIVATE SCHOOL, Ilogbo",Privately owned,Ojo,Nursery/Primary, ," 0802 814 2491,     0704 205 7033","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5152"",""Read more"")"
"THE LEARNING PARK NUR/PRY SCHOOL, Egbeda",Privately owned,Alimosho,Nursery/Primary, feliciaonwude@yahoo.com, 0803 331 5274      0704 253 6292,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4231"",""Read more"")"
"THE LEARNINGFIELD SCHOOLS,  Satellite Town",Privately owned,Amuwo-Odofin,Nursery/Primary, thelearningfieldschools@yahoo.com, 0705 202 4101       0803 348 7138,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4119"",""Read more"")"
"THE LIGHT KIDDIES MODEL SCHOOL, Odonla",Privately owned,Ikorodu,Nursery/Primary, ," 0706 859 5296,  0802 838 9464","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7120"",""Read more"")"
"THE LIVINGSPRINGS SCHOOLS, Awoyaya",Privately owned, Ibeju-Lekki,Nursery/Primary, enquires@livingspringschool.com, 0702 576 8612,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7526"",""Read more"")"
"THE LORD HOLINESS PRIVATE SCHOOL, Mojoda",Privately owned,Epe,Nursery/Primary, thelordholiness@yahoo.com, 0805 561 7734 / 0802 302 4458,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4071"",""Read more"")"
"THE MAYORS SCHOOL, Ikeja",Privately owned, Ikeja,Nursery/Primary, mayorsschool@yahoo.co.uk," 0803-302-1498, 0909 458 2020","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3668"",""Read more"")"
"THE NEW PROMISED LAND NUR/PRY SCHOOLS, Ilupeju",Privately owned, Mushin,Nursery/Primary, thenewpromisedlandschools@gmail.com," 0803 305 5056, 0803 071 5538","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11394"",""Read more"")"
"THE NOBLE HOME NUR/PRY SCHOOL,  Aja-Lekki",Privately owned,Eti-Osa,Nursery/Primary, thenoblehomesch@yahoo.com," 0803 761 0155,     0803 302 5808, 0706 788 4899","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4462"",""Read more"")"
"THE NOBLE INTERNATIONAL SCHOOL, Ikeja",Privately owned, Ikeja,Nursery/Primary, noblegroupofschools," 0703 390 6907,     0802 315 4378","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4473"",""Read more"")"
"THE OAKWOOD MONTESSORI SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, oakwoodmontesorri@yahoo.com," 0803 428 5015,  0803 311 5839","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12469"",""Read more"")"
"THE OLIVESFIELD SCHOOL, Magodo-Isheri",Privately owned,Kosofe,Nursery/Primary, olivesfieldschools@yahoo.com," 0803 961 4529,  0802 329 9937","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/91552"",""Read more"")"
"THE PARK PRIVATE SCHOOL, G.R.A Apapa",Privately owned,Apapa,Nursery/Primary," theparkprivateschool@yahoo.com, parkbritishschool@yahoo.com"," 0803 303 8555,   ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3665"",""Read more"")"
"THE PATHWAY SCHOOL, Ogudu",Privately owned,Kosofe,Nursery/Primary, thepathwayschools@yahoo.com, 01-8171358,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4149"",""Read more"")"
"THE PILLARS PRIVATE SCHOOL, Oke-Oriya",Privately owned,Ikorodu,Nursery/Primary, thepillarsschool@yahoo.com," 081 1774 3265,  080 3510 1424","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49278"",""Read more"")"
"THE PRIME HERITAGE N/P SCHOOL, Ejigbo ",Privately owned,Oshodi-Isolo,Nursery/Primary, ," 0802 322 4821,    0803 836 9745","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5301"",""Read more"")"
"THE REDEEMED CORNERSTONE SCHOOL, Shogunle",Privately owned,Oshodi-Isolo,Nursery/Primary, ," 0802 367 2520,    01-660 9800, 01-660 9806","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3328"",""Read more"")"
"THE ROCK MONTESSORI SCHOOL, Lekki Scheme 1",Privately owned,Eti-Osa,Nursery/Primary, office@therockmontessorischool.com," 01-270 2500,     0802 305 4040","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4589"",""Read more"")"
"THE ROCKCLEFT SCHOOL, Surulere",Privately owned,Surulere,Nursery/Primary, mouldingchildren@yahoo.com, 0802 305 6433,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8457"",""Read more"")"
"THE ROYAL MASTERS SCHOOL, Ikeja",Privately owned, Ikeja,Nursery/Primary, ," 0806 293 6765, 0813 723 8090, 0805 204 2600","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7877"",""Read more"")"
"THE SALVATION ARMY PRI. SCHL,  Ebute-Meta",State owned,Lagos-Mainland,Nursery/Primary, tsalarmyfree@lagosschoolsonline.com," 0803 040 1960,  0807 457 1562","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1957"",""Read more"")"
"THE TAUREAN SCHOOL, Aguda",Privately owned,Surulere,Nursery/Primary, taureanschool@yahoo.com," 0802 611 1963,  0802 648 8130,  0803 300 3118,  0802 999 0604","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4384"",""Read more"")"
"THE TENETS NURSERY & PRIMARY SCHOOL, Ikorodu",Privately owned,Ikorodu,Nursery/Primary, thetenetsschools@yahoo.com," 0805 231 7686,   0702 800 2652","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3428"",""Read more"")"
"THE TORCH COLLEGE, Mile 12",Privately owned,Kosofe,Nursery/Primary, touchassociates_ng @yahoo.com," 0803 370 4749,    01 736  0661","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5009"",""Read more"")"
"THE VISION MONTESSORI, Ikotun",Privately owned,Alimosho,Nursery/Primary, tvmnps@yahoo.com," 0802 570 7736,   0702 522 1776","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4900"",""Read more"")"
THE WORD OF GOD CHILDRENS NUR. & PRY SCH. Aguda,Privately owned,Surulere,Nursery/Primary, ," 0803 857 4749, 0803 243 7869","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9511"",""Read more"")"
"THEOVILLE DAY SCHOOL, Idiaraba",Privately owned, Mushin,Nursery/Primary, theovilledayschool@gmail.com," 0802 312 5976,  0803 436 7443,   0803 479 0444","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3534"",""Read more"")"
